segment_id,file_id,channel_id,platform,youtube_id,source_url,tiktok_handle,local_filename,start_time,end_time,duration,region,provenance_region,speaker_id,split,channel_split,snr_db,speech_ratio,quality
10238,86becd6fa721,خالتي_مشهية,youtube,Cyw_iXthOJg,,,,932.965,941.031,8.066,Cyrenaica,Cyrenaica,spk_00067,train,test,25.84,0.9393,clean
10239,86becd6fa721,خالتي_مشهية,youtube,Cyw_iXthOJg,,,,941.032,946.685,5.653,Cyrenaica,Cyrenaica,spk_00069,train,test,26.0,0.971,clean
10240,86becd6fa721,خالتي_مشهية,youtube,Cyw_iXthOJg,,,,946.803,952.777,5.974,Cyrenaica,Cyrenaica,spk_00067,train,test,21.07,0.8972,clean
10241,86becd6fa721,خالتي_مشهية,youtube,Cyw_iXthOJg,,,,952.777,959.729,6.952,Cyrenaica,Cyrenaica,spk_00069,train,test,23.51,0.9255,clean
10242,86becd6fa721,خالتي_مشهية,youtube,Cyw_iXthOJg,,,,959.73,964.673,4.943,Cyrenaica,Cyrenaica,spk_00067,train,test,20.68,0.9603,clean
10243,86becd6fa721,خالتي_مشهية,youtube,Cyw_iXthOJg,,,,964.926,973.026,8.1,Cyrenaica,Cyrenaica,spk_00069,train,test,27.05,0.8753,clean
10244,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,8.806,16.096,7.29,Cyrenaica,Cyrenaica,spk_00069,train,test,14.74,0.924,noisy
10253,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,301.637,310.092,8.455,Cyrenaica,Cyrenaica,spk_00069,train,test,21.21,0.9383,clean
10254,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,334.038,343.738,9.7,Cyrenaica,Cyrenaica,spk_00067,train,test,30.6,0.9697,clean
10255,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,343.738,350.677,6.939,Cyrenaica,Cyrenaica,spk_00067,train,test,22.77,0.953,clean
10256,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,353.039,362.32,9.281,Cyrenaica,Cyrenaica,spk_00067,train,test,29.62,0.9649,clean
10257,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,371.332,376.932,5.6,Cyrenaica,Cyrenaica,spk_00067,train,test,28.24,0.8832,clean
10258,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,376.932,384.332,7.4,Cyrenaica,Cyrenaica,spk_00067,train,test,24.28,0.9695,clean
10259,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,384.332,393.132,8.8,Cyrenaica,Cyrenaica,spk_00067,train,test,30.08,0.9045,clean
10260,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,393.132,396.832,3.7,Cyrenaica,Cyrenaica,spk_00067,train,test,26.38,0.9389,clean
10261,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,396.832,401.432,4.6,Cyrenaica,Cyrenaica,spk_00067,train,test,30.88,0.8191,clean
10262,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,401.432,408.659,7.227,Cyrenaica,Cyrenaica,spk_00067,train,test,32.31,0.8031,clean
10263,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,427.694,434.494,6.8,Cyrenaica,Cyrenaica,spk_00067,train,test,23.43,0.94,clean
10264,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,434.494,441.228,6.734,Cyrenaica,Cyrenaica,spk_00067,train,test,30.93,0.9035,clean
10265,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,442.004,445.986,3.982,Cyrenaica,Cyrenaica,spk_00067,train,test,30.85,0.9181,clean
10267,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,484.259,488.663,4.404,Cyrenaica,Cyrenaica,spk_00069,train,test,33.8,0.9623,clean
10268,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,499.818,503.936,4.118,Cyrenaica,Cyrenaica,spk_00069,train,test,34.83,0.9053,clean
10270,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,515.039,524.839,9.8,Cyrenaica,Cyrenaica,spk_00069,train,test,22.94,1.0,clean
10271,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,570.659,575.215,4.556,Cyrenaica,Cyrenaica,spk_00069,train,test,21.59,0.9785,clean
10272,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,584.024,590.386,6.362,Cyrenaica,Cyrenaica,spk_00067,train,test,18.4,0.9947,clean
10273,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,591.112,594.301,3.189,Cyrenaica,Cyrenaica,spk_00067,train,test,18.96,0.9893,clean
10274,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,599.903,603.312,3.409,Cyrenaica,Cyrenaica,spk_00067,train,test,12.78,0.9806,noisy
10277,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,758.933,764.941,6.008,Cyrenaica,Cyrenaica,spk_00069,train,test,25.64,0.9411,clean
10281,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,846.953,852.453,5.5,Cyrenaica,Cyrenaica,spk_00067,train,test,26.55,0.8644,clean
10282,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,852.453,857.353,4.9,Cyrenaica,Cyrenaica,spk_00067,train,test,29.96,0.9004,clean
10283,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,857.353,863.253,5.9,Cyrenaica,Cyrenaica,spk_00067,train,test,19.76,0.9664,clean
10284,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,863.253,868.053,4.8,Cyrenaica,Cyrenaica,spk_00067,train,test,21.81,0.9325,clean
10285,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,868.053,875.321,7.268,Cyrenaica,Cyrenaica,spk_00067,train,test,21.22,0.8974,clean
10287,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,882.61,886.728,4.118,Cyrenaica,Cyrenaica,spk_00067,train,test,29.9,0.9131,clean
10288,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,888.179,893.679,5.5,Cyrenaica,Cyrenaica,spk_00067,train,test,28.44,0.9938,clean
10289,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,893.679,898.479,4.8,Cyrenaica,Cyrenaica,spk_00067,train,test,29.28,0.9521,clean
10290,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,898.479,906.978,8.499,Cyrenaica,Cyrenaica,spk_00067,train,test,23.19,0.9503,clean
10291,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,909.02,918.12,9.1,Cyrenaica,Cyrenaica,spk_00067,train,test,16.76,0.9892,clean
10292,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,918.12,924.72,6.6,Cyrenaica,Cyrenaica,spk_00067,train,test,17.76,0.9852,clean
10293,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,924.72,929.911,5.191,Cyrenaica,Cyrenaica,spk_00067,train,test,19.66,0.975,clean
10301,9350d9b45d4b,خالتي_مشهية,youtube,F_24ldFBvJI,,,,1045.015,1053.69,8.675,Cyrenaica,Cyrenaica,spk_00069,train,test,29.09,0.8803,clean
10302,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,8.806,16.096,7.29,Cyrenaica,Cyrenaica,spk_00069,train,test,14.74,0.924,noisy
10303,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,201.755,206.952,5.197,Cyrenaica,Cyrenaica,spk_00067,train,test,23.73,0.9935,clean
10304,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,208.842,216.436,7.594,Cyrenaica,Cyrenaica,spk_00067,train,test,28.15,0.9107,clean
10305,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,217.938,225.768,7.83,Cyrenaica,Cyrenaica,spk_00067,train,test,23.78,0.9425,clean
10306,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,228.282,233.986,5.704,Cyrenaica,Cyrenaica,spk_00067,train,test,17.91,0.9211,clean
10307,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,263.247,266.808,3.561,Cyrenaica,Cyrenaica,spk_00067,train,test,19.83,0.8905,clean
10308,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,267.989,272.589,4.6,Cyrenaica,Cyrenaica,spk_00067,train,test,24.21,0.9509,clean
10309,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,272.589,282.489,9.9,Cyrenaica,Cyrenaica,spk_00067,train,test,24.36,0.9048,clean
10310,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,282.489,286.028,3.539,Cyrenaica,Cyrenaica,spk_00067,train,test,22.0,0.909,clean
10311,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,285.235,292.727,7.492,Cyrenaica,Cyrenaica,spk_00069,train,test,24.42,0.9693,clean
10312,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,298.398,307.73,9.332,Cyrenaica,Cyrenaica,spk_00067,train,test,23.23,0.9651,clean
10313,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,308.337,316.837,8.5,Cyrenaica,Cyrenaica,spk_00067,train,test,27.78,0.9386,clean
10314,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,322.31,327.31,5.0,Cyrenaica,Cyrenaica,spk_00069,train,test,27.7,0.9612,clean
10315,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,327.31,335.692,8.382,Cyrenaica,Cyrenaica,spk_00069,train,test,22.93,0.9535,clean
10316,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,336.552,343.852,7.3,Cyrenaica,Cyrenaica,spk_00067,train,test,21.76,0.8926,clean
10317,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,348.517,355.317,6.8,Cyrenaica,Cyrenaica,spk_00067,train,test,26.99,0.9515,clean
10318,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,358.102,363.266,5.164,Cyrenaica,Cyrenaica,spk_00067,train,test,18.59,0.9934,clean
10319,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,369.273,376.022,6.749,Cyrenaica,Cyrenaica,spk_00069,train,test,21.6,0.9612,clean
10320,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,377.424,382.689,5.265,Cyrenaica,Cyrenaica,spk_00067,train,test,28.49,0.9624,clean
10321,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,390.13,396.847,6.717,Cyrenaica,Cyrenaica,spk_00069,train,test,30.31,0.933,clean
10322,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,400.677,405.976,5.299,Cyrenaica,Cyrenaica,spk_00067,train,test,21.2,0.9936,clean
10323,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,410.752,413.975,3.223,Cyrenaica,Cyrenaica,spk_00067,train,test,22.65,0.9795,clean
10324,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,434.393,443.593,9.2,Cyrenaica,Cyrenaica,spk_00069,train,test,19.57,0.9059,clean
10326,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,448.653,453.968,5.315,Cyrenaica,Cyrenaica,spk_00069,train,test,17.67,0.9876,clean
10327,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,458.153,462.743,4.59,Cyrenaica,Cyrenaica,spk_00069,train,test,26.09,0.929,clean
10328,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,463.503,470.403,6.9,Cyrenaica,Cyrenaica,spk_00069,train,test,28.04,0.9104,clean
10329,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,470.403,475.214,4.811,Cyrenaica,Cyrenaica,spk_00069,train,test,26.67,0.879,clean
10330,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,487.465,491.262,3.797,Cyrenaica,Cyrenaica,spk_00069,train,test,19.4,0.9826,clean
10332,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,534.715,540.79,6.075,Cyrenaica,Cyrenaica,spk_00067,train,test,16.25,0.7988,clean
10333,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,542.292,548.192,5.9,Cyrenaica,Cyrenaica,spk_00067,train,test,21.69,0.8936,clean
10334,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,548.192,556.568,8.376,Cyrenaica,Cyrenaica,spk_00067,train,test,25.4,0.9415,clean
10335,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,557.868,564.179,6.311,Cyrenaica,Cyrenaica,spk_00067,train,test,28.88,0.9224,clean
10338,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,591.483,595.583,4.1,Cyrenaica,Cyrenaica,spk_00067,train,test,20.36,0.9361,clean
10339,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,595.583,602.418,6.835,Cyrenaica,Cyrenaica,spk_00067,train,test,20.97,0.9857,clean
10340,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,604.409,609.409,5.0,Cyrenaica,Cyrenaica,spk_00067,train,test,22.31,0.91,clean
10341,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,616.373,620.845,4.472,Cyrenaica,Cyrenaica,spk_00067,train,test,19.3,0.9852,clean
10342,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,670.627,673.63,3.003,Cyrenaica,Cyrenaica,spk_00069,train,test,23.57,0.8288,clean
10343,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,683.334,688.034,4.7,Cyrenaica,Cyrenaica,spk_00069,train,test,26.84,0.986,clean
10344,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,706.081,713.881,7.8,Cyrenaica,Cyrenaica,spk_00067,train,test,23.13,0.9254,clean
10345,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,717.033,724.733,7.7,Cyrenaica,Cyrenaica,spk_00067,train,test,17.11,0.9374,clean
10346,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,739.78,747.425,7.645,Cyrenaica,Cyrenaica,spk_00067,train,test,16.19,1.0,clean
10347,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,751.12,756.132,5.012,Cyrenaica,Cyrenaica,spk_00069,train,test,21.08,0.9932,clean
10348,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,758.663,765.65,6.987,Cyrenaica,Cyrenaica,spk_00069,train,test,30.88,0.935,clean
10349,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,766.24,769.784,3.544,Cyrenaica,Cyrenaica,spk_00069,train,test,33.88,0.899,clean
10350,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,793.021,796.328,3.307,Cyrenaica,Cyrenaica,spk_00069,train,test,23.33,0.9994,clean
10351,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,798.286,802.893,4.607,Cyrenaica,Cyrenaica,spk_00069,train,test,25.83,0.8389,clean
10352,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,815.988,820.325,4.337,Cyrenaica,Cyrenaica,spk_00067,train,test,17.94,0.9258,clean
10353,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,836.609,839.815,3.206,Cyrenaica,Cyrenaica,spk_00069,train,test,27.19,0.9894,clean
10354,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,859.053,864.638,5.585,Cyrenaica,Cyrenaica,spk_00069,train,test,29.0,0.9305,clean
10355,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,868.975,872.029,3.054,Cyrenaica,Cyrenaica,spk_00069,train,test,28.68,0.9463,clean
10356,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,884.517,887.622,3.105,Cyrenaica,Cyrenaica,spk_00069,train,test,27.51,0.9156,clean
10357,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,898.81,902.792,3.982,Cyrenaica,Cyrenaica,spk_00069,train,test,20.35,0.9915,clean
10358,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,906.725,912.159,5.434,Cyrenaica,Cyrenaica,spk_00069,train,test,27.76,0.9996,clean
10359,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,914.471,922.131,7.66,Cyrenaica,Cyrenaica,spk_00069,train,test,21.68,0.9956,clean
10360,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,949.148,956.286,7.138,Cyrenaica,Cyrenaica,spk_00067,train,test,16.34,0.9767,clean
10361,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,957.265,960.893,3.628,Cyrenaica,Cyrenaica,spk_00067,train,test,21.18,0.9818,clean
10362,7d119102fe14,خالتي_مشهية,youtube,iDRm5bDaP9Q,,,,986.341,991.083,4.742,Cyrenaica,Cyrenaica,spk_00069,train,test,28.53,0.965,clean
10363,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,8.806,16.096,7.29,Cyrenaica,Cyrenaica,spk_00069,train,test,14.74,0.924,noisy
10364,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,200.59,207.34,6.75,Cyrenaica,Cyrenaica,spk_00069,train,test,25.87,0.995,clean
10365,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,208.235,217.135,8.9,Cyrenaica,Cyrenaica,spk_00069,train,test,28.3,0.8951,clean
10366,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,217.135,223.935,6.8,Cyrenaica,Cyrenaica,spk_00069,train,test,29.36,0.8244,clean
10367,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,223.935,229.635,5.7,Cyrenaica,Cyrenaica,spk_00069,train,test,25.83,0.9481,clean
10368,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,229.635,236.669,7.034,Cyrenaica,Cyrenaica,spk_00069,train,test,27.89,0.9673,clean
10369,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,248.448,256.548,8.1,Cyrenaica,Cyrenaica,spk_00067,train,test,20.28,0.9474,clean
10370,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,256.548,264.867,8.319,Cyrenaica,Cyrenaica,spk_00067,train,test,24.75,0.8603,clean
10371,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,267.955,272.225,4.27,Cyrenaica,Cyrenaica,spk_00069,train,test,20.16,0.9012,clean
10372,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,276.967,284.037,7.07,Cyrenaica,Cyrenaica,spk_00069,train,test,27.17,0.9443,clean
10373,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,284.037,288.003,3.966,Cyrenaica,Cyrenaica,spk_00067,train,test,28.01,0.7564,clean
10374,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,288.712,293.212,4.5,Cyrenaica,Cyrenaica,spk_00067,train,test,32.73,0.9338,clean
10375,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,293.212,301.912,8.7,Cyrenaica,Cyrenaica,spk_00067,train,test,27.22,0.8667,clean
10376,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,301.912,310.97,9.058,Cyrenaica,Cyrenaica,spk_00067,train,test,24.24,0.96,clean
10377,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,313.552,321.044,7.492,Cyrenaica,Cyrenaica,spk_00069,train,test,33.18,0.831,clean
10378,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,324.875,331.001,6.126,Cyrenaica,Cyrenaica,spk_00067,train,test,25.52,0.9207,clean
10379,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,363.704,372.867,9.163,Cyrenaica,Cyrenaica,spk_00069,train,test,27.99,0.8189,clean
10380,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,376.259,379.836,3.577,Cyrenaica,Cyrenaica,spk_00069,train,test,27.36,0.9905,clean
10381,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,418.042,423.306,5.264,Cyrenaica,Cyrenaica,spk_00069,train,test,23.18,0.9624,clean
10387,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,643.306,650.562,7.256,Cyrenaica,Cyrenaica,spk_00067,train,test,23.7,0.933,clean
10388,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,651.862,655.135,3.273,Cyrenaica,Cyrenaica,spk_00067,train,test,23.94,0.8494,clean
10389,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,657.785,661.329,3.544,Cyrenaica,Cyrenaica,spk_00067,train,test,17.1,0.9994,clean
10390,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,665.193,669.986,4.793,Cyrenaica,Cyrenaica,spk_00067,train,test,16.53,0.9929,clean
10391,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,673.748,677.933,4.185,Cyrenaica,Cyrenaica,spk_00067,train,test,24.69,0.8456,clean
10392,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,679.267,685.763,6.496,Cyrenaica,Cyrenaica,spk_00067,train,test,26.0,0.9492,clean
10393,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,691.484,698.031,6.547,Cyrenaica,Cyrenaica,spk_00069,train,test,22.56,0.9948,clean
10394,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,708.578,712.274,3.696,Cyrenaica,Cyrenaica,spk_00067,train,test,27.65,0.9995,clean
10395,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,715.548,720.914,5.366,Cyrenaica,Cyrenaica,spk_00067,train,test,37.72,0.8215,clean
10397,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,744.286,749.804,5.518,Cyrenaica,Cyrenaica,spk_00069,train,test,19.04,0.9061,clean
10398,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,754.985,762.585,7.6,Cyrenaica,Cyrenaica,spk_00069,train,test,28.33,0.9697,clean
10399,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,762.585,766.561,3.976,Cyrenaica,Cyrenaica,spk_00069,train,test,33.36,0.9341,clean
10400,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,767.388,770.864,3.476,Cyrenaica,Cyrenaica,spk_00069,train,test,36.19,0.8878,clean
10401,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,771.877,776.18,4.303,Cyrenaica,Cyrenaica,spk_00069,train,test,28.9,0.9252,clean
10404,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,910.488,914.893,4.405,Cyrenaica,Cyrenaica,spk_00069,train,test,30.74,0.8815,clean
10405,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,934.113,937.313,3.2,Cyrenaica,Cyrenaica,spk_00069,train,test,37.62,0.9188,clean
10406,64323bb9d15c,خالتي_مشهية,youtube,J1Tih8O_Lbw,,,,937.313,944.693,7.38,Cyrenaica,Cyrenaica,spk_00069,train,test,35.82,0.8285,clean
10407,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,8.806,16.096,7.29,Cyrenaica,Cyrenaica,spk_00069,train,test,14.74,0.924,noisy
10409,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,257.611,260.767,3.156,Cyrenaica,Cyrenaica,spk_00067,train,test,25.06,0.9994,clean
10410,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,288.408,295.613,7.205,Cyrenaica,Cyrenaica,spk_00069,train,test,42.62,0.9276,clean
10411,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,296.17,301.37,5.2,Cyrenaica,Cyrenaica,spk_00069,train,test,41.4,0.7881,clean
10412,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,301.37,307.038,5.668,Cyrenaica,Cyrenaica,spk_00069,train,test,44.05,0.9135,clean
10413,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,306.278,316.15,9.872,Cyrenaica,Cyrenaica,spk_00067,train,test,39.48,0.8851,clean
10414,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,317.112,320.976,3.864,Cyrenaica,Cyrenaica,spk_00067,train,test,28.41,0.9239,clean
10415,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,320.977,326.039,5.062,Cyrenaica,Cyrenaica,spk_00069,train,test,32.64,0.9617,clean
10416,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,330.46,335.185,4.725,Cyrenaica,Cyrenaica,spk_00067,train,test,31.52,0.8489,clean
10417,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,339.185,347.217,8.032,Cyrenaica,Cyrenaica,spk_00067,train,test,34.39,0.935,clean
10418,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,356.92,366.201,9.281,Cyrenaica,Cyrenaica,spk_00067,train,test,35.94,0.8502,clean
10419,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,394.383,403.512,9.129,Cyrenaica,Cyrenaica,spk_00067,train,test,25.67,0.9113,clean
10422,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,424.538,428.066,3.528,Cyrenaica,Cyrenaica,spk_00069,train,test,28.5,0.8883,clean
10425,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,449.969,458.769,8.8,Cyrenaica,Cyrenaica,spk_00069,train,test,30.41,0.9332,clean
10426,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,485.018,488.309,3.291,Cyrenaica,Cyrenaica,spk_00069,train,test,33.09,0.8815,clean
10427,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,528.708,533.908,5.2,Cyrenaica,Cyrenaica,spk_00069,train,test,30.55,0.9935,clean
10428,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,533.908,543.507,9.599,Cyrenaica,Cyrenaica,spk_00069,train,test,34.73,0.9119,clean
10429,e1e1bee682c0,خالتي_مشهية,youtube,Jsh9Sg7RawY,,,,553.919,557.395,3.476,Cyrenaica,Cyrenaica,spk_00067,train,test,23.4,0.9614,clean
